pose_id,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6
71,590,1988,1127,3055,1051,2139,3711
72,607,1988,1128,3000,1045,2120,3715
73,613,1989,1129,2995,1008,2084,3716
74,620,1956,1133,2932,966,2110,3755
75,619,1896,1098,2921,957,2135,3753
76,618,1895,1097,2921,1015,2127,3753
77,618,1895,1073,2923,1017,2143,3713
78,582,1980,1073,2932,1016,2256,3713
79,581,1979,1040,2941,1052,2239,3709
80,583,1979,1040,2940,1055,2139,3710
81,584,1981,1041,2938,1047,2048,3714
82,617,1973,1065,2937,1013,2003,3753
83,683,1971,1037,2917,1012,1975,3755
84,551,1932,1109,2918,1009,2136,3755
85,550,1920,1110,2993,1009,2157,3754
86,551,1847,1080,3145,1007,2078,3637
87,555,1845,1084,3137,953,2075,3572
88,662,1846,1166,3126,953,2163,3678
89,802,1848,1191,3089,952,2164,3755
90,800,1848,1190,3087,995,2098,3755
91,799,1949,1220,3087,1013,2190,3754
92,716,1972,1220,3088,1083,2275,3754
93,609,1982,1219,3090,1105,2280,3667
94,519,1985,1219,3090,1093,2303,3584
95,441,1984,1205,3090,1070,2288,3508
96,440,1893,1139,3091,989,2206,3438
97,737,1944,1360,3008,955,2315,3753
98,703,1946,1325,3010,978,2311,3753
99,652,1950,1318,3022,995,2304,3753
100,572,1950,1305,3032,997,2301,3753
101,534,1993,1269,2990,1000,2294,3753
102,463,1994,1271,2981,999,2291,3753
103,379,2020,1268,2907,998,2278,3753
104,709,1897,1090,2990,999,2043,3753
105,695,1789,1083,3185,995,2060,3649
106,696,1909,1140,3185,1085,2227,3660
107,693,1913,1058,3213,1137,2112,3661
108,695,1906,1060,3215,1012,2042,3662
109,695,1893,1063,3212,1006,1979,3720
110,696,1869,1065,3205,954,1950,3719
111,789,1863,1028,3116,998,1962,3753
112,789,1865,1008,3115,1066,1992,3753
113,785,1865,952,3116,1084,1977,3753
114,788,1777,970,3116,955,1870,3754
115,810,1848,929,2992,1005,1989,3751
116,761,1853,927,2991,1049,2011,3753
117,733,1852,925,2991,1051,2028,3751
118,653,1853,923,3062,1046,1978,3628
119,599,1855,922,3168,1045,1982,3462
120,527,1876,922,3187,1093,1911,3435
121,485,1888,922,3189,1086,1972,3357
122,435,1904,922,3189,1127,1896,3357
123,424,1911,923,3190,1039,1965,3309
124,426,1907,925,3190,961,1885,3330
125,428,1861,933,3187,955,1866,3340
126,428,1861,934,3170,955,1830,3374
127,533,1860,934,3107,954,1884,3469
128,550,1860,935,3087,953,1842,3582
129,603,1859,943,3087,954,1866,3614
