pose_id,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6
54,1333,1925,2058,3276,2085,2934,3331
55,1383,1926,2058,3276,2085,2909,3384
56,1450,1949,2055,3276,2085,2896,3435
57,1563,2014,2011,3273,2085,2841,3575
58,1581,2018,2011,3262,2084,2807,3633
59,1497,2023,2010,3266,2094,2850,3499
60,1407,2011,2009,3269,2095,2874,3412
61,1338,1979,2009,3276,2097,2896,3335
62,1259,1978,2009,3276,2096,2910,3280
63,1153,1978,2010,3276,2097,2922,3175
64,1098,1978,2009,3276,2096,2915,3141
65,1029,1979,2009,3276,2095,2901,3091
66,947,1979,2010,3276,2097,2905,2993
67,866,1981,2011,3276,2096,2896,2931
68,768,1992,2012,3276,2097,2866,2835
69,731,2042,2011,3275,2095,2796,2797
70,743,2065,2013,3274,2086,2775,2847
71,835,2065,2013,3274,2086,2779,2929
72,905,2067,2013,3274,2085,2774,2980
73,962,2068,2012,3274,2085,2751,3050
74,1050,2089,2012,3274,2085,2758,3106
75,1121,2089,2012,3272,2085,2777,3172
76,1160,2090,2012,3266,2084,2772,3230
77,1225,2091,2011,3254,2085,2776,3302
78,1274,2120,2010,3216,2084,2810,3365
79,1348,2137,2010,3201,2085,2765,3456
80,1415,2138,2009,3182,2085,2789,3507
81,1471,2172,2010,3165,2086,2802,3562
82,1567,2164,2010,3276,2089,2752,3563
83,1465,2163,2009,3276,2096,2777,3486
84,1364,2159,2009,3276,2096,2808,3399
85,1299,2159,2009,3276,2096,2809,3350
86,1217,2159,2009,3276,2096,2782,3302
87,1177,1994,2012,3276,2085,2849,3292
88,1122,2038,2009,3276,2095,2844,3197
89,1000,2040,2010,3276,2095,2845,3064
90,896,2086,2010,3277,2095,2788,3004
91,830,2120,2010,3277,2094,2736,2950
92,755,2128,2010,3276,2096,2721,2836
93,670,2190,2011,3276,2092,2655,2780
94,670,2251,2012,3246,2087,2628,2781
95,728,2249,2012,3239,2085,2678,2787
96,772,2213,2012,3274,2084,2674,2845
97,856,2186,2012,3276,2085,2697,2908
98,914,2186,2012,3276,2085,2696,2973
99,993,2187,2010,3276,2087,2704,3024
100,1058,2185,2010,3276,2087,2730,3084
101,1101,2187,2010,3276,2087,2725,3131
102,1165,2186,2010,3276,2086,2716,3204
103,1233,2186,2010,3276,2086,2715,3250
104,1321,2188,2009,3276,2086,2708,3340
105,1377,2188,2009,3275,2086,2679,3411
106,1373,2247,2009,3258,2095,2639,3411
107,1308,2271,2009,3200,2093,2647,3407
108,1225,2271,2010,3177,2093,2641,3367
109,1152,2271,2011,3172,2093,2642,3277
110,1115,2271,2011,3172,2093,2645,3241
111,1064,2272,2011,3172,2094,2646,3159
112,1005,2271,2011,3174,2093,2661,3095
113,943,2273,2011,3176,2092,2661,3048
114,889,2282,2012,3177,2093,2654,2990
115,838,2302,2011,3174,2093,2633,2940
116,797,2304,2011,3179,2093,2633,2890
117,730,2313,2011,3179,2093,2633,2791
118,658,2315,2012,3186,2093,2656,2729
119,619,2312,2011,3276,2093,2576,2664
120,606,2351,2012,3276,2091,2549,2668
121,677,2375,2012,3276,2082,2486,2795
122,771,2403,2012,3266,2083,2497,2863
123,854,2403,2011,3273,2085,2470,2958
124,919,2403,2012,3273,2082,2469,3036
125,1010,2401,2012,3265,2083,2488,3119
126,1114,2402,2010,3265,2085,2483,3222
127,1154,2399,2010,3262,2086,2504,3225
128,1173,2400,2010,3261,2085,2506,3225
129,1224,2401,2010,3255,2086,2511,3285
130,1264,2402,2010,3247,2085,2516,3336
131,1307,2402,2010,3244,2086,2550,3339
132,1364,2403,2010,3235,2087,2573,3394
133,1414,2403,2010,3228,2086,2583,3443
134,1486,2403,2009,3239,2088,2589,3511
135,1383,2398,2009,3276,2099,2569,3413
136,1279,2399,2009,3276,2098,2573,3321
137,1215,2396,2009,3276,2099,2675,3288
138,1140,2397,2009,3276,2098,2742,3247
139,1013,2398,2008,3275,2097,2807,3197
140,896,2397,2008,3275,2098,2766,3027
141,811,2399,2008,3276,2099,2693,2925
142,752,2399,2009,3275,2099,2559,2869
143,746,2400,2010,3274,2096,2493,2865
144,747,2403,2010,3273,2089,2405,2866
145,783,2405,2012,3271,2082,2377,2898
146,889,2404,2012,3271,2084,2351,3020
147,938,2403,2011,3271,2085,2363,3034
148,963,2404,2012,3271,2085,2361,3033
149,1038,2403,2010,3271,2084,2392,3103
150,1089,2403,2010,3271,2086,2409,3143
151,1130,2403,2009,3271,2087,2433,3167
152,1162,2403,2010,3270,2087,2444,3178
153,1217,2403,2009,3267,2086,2463,3253
154,1271,2403,2010,3258,2088,2471,3308
155,1314,2403,2010,3254,2086,2492,3373
156,1369,2405,2010,3252,2086,2487,3465
157,1405,2405,2011,3252,2086,2595,3465
158,1423,2405,2011,3257,2087,2693,3461
159,1421,2402,2009,3275,2093,2761,3429
160,1396,2401,2007,3276,2096,2785,3410
161,1274,2402,1982,3276,2099,2749,3305
162,1223,2402,1906,3276,2098,2723,3303
163,1178,2406,1873,3277,2097,2679,3304
164,1168,2411,1874,3276,2094,2638,3309
165,1172,2428,1875,3276,2086,2560,3311
166,1203,2502,1875,3275,2082,2475,3386
167,1279,2497,1875,3274,2081,2474,3464
168,1351,2499,1875,3273,2079,2428,3574
169,1376,2514,1875,3273,2081,2374,3577
170,1375,2596,1874,3251,2090,2306,3575
171,1362,2609,1873,3275,2096,2299,3511
172,1314,2616,1872,3275,2097,2289,3465
173,1267,2616,1872,3276,2097,2287,3424
174,1215,2618,1872,3276,2096,2302,3380
175,1158,2619,1872,3276,2097,2287,3353
176,1095,2625,1872,3276,2095,2288,3310
177,1039,2640,1872,3276,2096,2276,3236
178,975,2641,1872,3276,2097,2269,3175
179,908,2643,1872,3276,2095,2245,3133
180,835,2669,1873,3275,2095,2182,3060
181,828,2695,1874,3274,2091,2187,3062
182,871,2713,1874,3273,2085,2175,3108
183,941,2710,1875,3273,2086,2184,3161
184,989,2709,1875,3273,2086,2212,3162
185,1042,2709,1874,3271,2085,2208,3219
186,1091,2709,1874,3271,2086,2223,3237
187,1133,2709,1874,3267,2085,2219,3302
188,1179,2709,1875,3260,2085,2236,3332
189,1230,2711,1874,3242,2085,2260,3382
190,1261,2711,1875,3228,2085,2285,3383
191,1317,2715,1874,3186,2085,2325,3484
192,1383,2714,1874,3131,2085,2365,3571
193,1396,2712,1874,3083,2090,2395,3586
194,1332,2720,1874,3081,2093,2404,3527
195,1285,2719,1873,3086,2094,2399,3462
196,1239,2718,1874,3087,2094,2409,3405
197,1188,2719,1874,3094,2094,2407,3354
198,1147,2719,1873,3127,2096,2369,3307
199,1106,2718,1873,3163,2096,2307,3268
200,1060,2719,1873,3171,2095,2297,3238
201,985,2719,1874,3175,2095,2264,3180
202,928,2718,1873,3167,2096,2262,3147
203,903,2746,1872,3118,2089,2284,3148
204,949,2757,1873,3053,2088,2386,3191
205,1025,2756,1873,3050,2089,2410,3235
206,1076,2756,1873,3044,2086,2416,3288
207,1134,2754,1872,3039,2086,2417,3339
208,1174,2753,1873,3013,2085,2454,3368
209,1221,2755,1873,2982,2086,2491,3405
210,1289,2756,1873,2973,2086,2503,3470
211,1344,2758,1873,2941,2087,2511,3540
212,1301,2755,1873,2893,2094,2535,3490
213,1241,2765,1873,2891,2095,2532,3451
214,1170,2770,1873,2890,2095,2534,3393
215,1114,2771,1873,2890,2094,2527,3349
216,1060,2771,1874,2891,2095,2550,3286
217,1010,2771,1874,2893,2095,2559,3242
218,959,2772,1874,2892,2095,2548,3205
219,912,2771,1873,2893,2094,2534,3169
220,855,2772,1873,2892,2095,2520,3103
221,806,2782,1874,2892,2095,2506,3056
222,864,2630,1875,2890,2088,2688,3062
223,861,2637,1875,2894,2088,2655,3061
224,861,2685,1875,2894,2087,2651,3061
225,863,2723,1875,2894,2087,2610,3061
226,862,2753,1874,2893,2087,2558,3061
227,862,2806,1875,2893,2088,2542,3061
228,862,2831,1874,2891,2087,2505,3061
229,862,2868,1875,2891,2088,2472,3061
230,862,2906,1875,2892,2088,2432,3061
231,861,2941,1874,2892,2089,2406,3059
232,926,2929,1873,2889,2087,2432,3143
233,965,2926,1874,2889,2088,2428,3149
234,1006,2927,1873,2887,2087,2420,3202
235,1052,2927,1873,2888,2087,2404,3214
236,1094,2926,1873,2887,2087,2391,3261
237,1144,2927,1873,2887,2087,2384,3289
238,1201,2927,1873,2887,2087,2371,3350
239,1233,2931,1873,2851,2087,2419,3395
240,1257,2982,1872,2731,2087,2503,3442
241,1309,3005,1873,2699,2087,2556,3469
242,1374,2898,1873,2895,2085,2455,3525
243,1426,2887,1874,3032,2087,2325,3525
244,1396,2847,1873,3149,2089,2214,3518
245,1346,2848,1873,3187,2096,2186,3478
246,1254,2849,1873,3187,2094,2190,3385
247,1178,2850,1873,3190,2095,2204,3301
248,1129,2850,1873,3192,2095,2214,3270
249,1084,2849,1873,3193,2098,2222,3226
250,997,2851,1873,3192,2096,2217,3152
251,937,2851,1873,3191,2095,2209,3105
252,883,2851,1873,3191,2095,2192,3036
253,818,2855,1873,3186,2093,2128,2981
254,871,2875,1873,3186,2086,2163,3014
255,920,2877,1874,3189,2084,2162,3022
256,975,2876,1874,3185,2084,2165,3087
257,1063,2875,1874,3186,2085,2177,3153
258,1156,2875,1874,3186,2085,2158,3247
259,1200,2873,1874,3173,2082,2165,3297
260,1251,2873,1874,3098,2083,2245,3402
261,1312,2876,1872,3051,2082,2275,3469
262,1383,2874,1873,3039,2083,2284,3524
263,1430,2874,1874,2956,2085,2386,3566
264,1401,2899,1874,2855,2092,2437,3564
265,1365,2928,1874,2812,2095,2488,3560
266,1275,2930,1874,2797,2094,2496,3497
267,1202,2930,1874,2797,2094,2515,3421
268,1146,2930,1874,2797,2094,2516,3387
269,1065,2931,1874,2798,2094,2510,3284
270,1002,2930,1874,2797,2093,2499,3242
271,951,2930,1873,2797,2093,2497,3196
272,900,2931,1874,2800,2094,2494,3121
273,826,2934,1874,2831,2095,2494,3015
274,786,2902,1873,3001,2087,2385,2963
275,841,2830,1874,3187,2086,2199,2965
276,911,2828,1874,3274,2082,2092,3012
277,1006,2821,1875,3275,2082,2114,3078
278,1078,2825,1875,3276,2082,2120,3140
279,1171,2828,1875,3276,2081,2104,3241
280,1270,2828,1875,3274,2081,2085,3332
281,1365,2828,1875,3267,2081,2083,3452
282,1429,2832,1874,3230,2084,2129,3524
283,1434,2850,1874,3103,2090,2287,3525
284,1382,2869,1873,3049,2094,2288,3518
285,1311,2870,1873,3052,2096,2297,3466
286,1226,2871,1873,3059,2095,2293,3368
287,1165,2870,1873,3083,2095,2266,3323
288,1102,2870,1873,3091,2097,2269,3255
289,1025,2869,1872,3091,2098,2260,3212
290,952,2870,1873,3090,2097,2230,3134
291,884,2873,1873,3085,2096,2185,3058
292,783,2596,1874,3087,2088,2476,3061
293,785,2596,1874,3095,2085,2550,3060
294,824,2590,1875,3159,2084,2513,3063
295,872,2563,1875,3219,2084,2466,3061
296,938,2559,1875,3273,2084,2415,3065
297,1007,2533,1875,3274,2084,2465,3065
298,1122,2534,1875,3275,2080,2475,3203
299,1228,2537,1875,3274,2081,2454,3310
300,1313,2538,1876,3273,2079,2417,3432
301,1409,2538,1875,3268,2080,2368,3565
302,1390,2581,1874,3146,2092,2438,3605
303,1322,2593,1873,3134,2093,2476,3517
304,1243,2592,1873,3162,2093,2456,3440
305,1168,2592,1873,3189,2093,2422,3354
306,1067,2592,1874,3193,2093,2402,3254
307,969,2592,1874,3192,2093,2423,3147
308,892,2596,1874,3187,2092,2413,3068
309,823,2605,1875,3141,2089,2353,3070
310,830,2634,1874,3048,2084,2465,3073
311,927,2674,1873,3018,2086,2491,3168
312,1019,2674,1874,3010,2085,2502,3233
313,1096,2674,1873,2994,2086,2526,3316
314,1159,2672,1875,2988,2086,2555,3352
315,1211,2673,1874,2986,2086,2545,3385
316,1274,2673,1874,2986,2086,2547,3458
317,1338,2673,1875,2987,2087,2563,3501
318,1405,2677,1874,2990,2086,2600,3550
319,1417,2670,1874,3012,2088,2613,3546
320,1355,2661,1875,3085,2089,2560,3487
321,1285,2629,1874,3133,2088,2485,3465
322,1203,2624,1874,3204,2089,2437,3368
323,1115,2623,1874,3252,2090,2370,3272
324,994,2628,1874,3264,2088,2308,3147
325,860,2631,1874,3267,2089,2270,2959
326,818,2638,1875,3160,2084,2317,3009
327,854,2664,1875,3036,2083,2517,3040
328,1006,2676,1875,3021,2084,2475,3227
329,1102,2675,1875,3005,2084,2482,3332
330,1182,2673,1874,2973,2083,2529,3414
331,1311,2683,1874,2946,2086,2545,3511
332,1321,2760,1874,2954,2087,2503,3511
333,1371,2821,1873,2969,2086,2481,3524
334,1374,2834,1873,3065,2095,2352,3524
335,1291,2854,1873,3168,2098,2210,3454
336,1155,2860,1873,3180,2098,2163,3349
337,1057,2860,1873,3180,2099,2154,3233
338,930,2861,1873,3176,2098,2143,3094
339,858,2863,1874,3121,2096,2140,3082
340,870,2883,1872,2967,2087,2331,3138
341,971,2919,1872,2919,2086,2364,3247
342,1076,2899,1872,2906,2088,2396,3338
343,1169,2898,1872,2906,2089,2412,3411
344,1251,2898,1872,2905,2090,2411,3462
345,1324,2901,1872,2906,2092,2420,3533
346,1321,2949,1873,3051,2102,2254,3467
347,1243,2894,1873,3202,2102,2153,3361
348,1088,2891,1873,3273,2104,2020,3242
349,919,2890,1873,3262,2101,1978,3108
350,817,2881,1873,3147,2097,2161,3072
351,824,2888,1872,2995,2086,2311,3077
352,885,2889,1872,2978,2087,2323,3134
353,966,2887,1872,2965,2086,2342,3198
354,1071,2890,1873,2928,2088,2371,3260
355,1149,2890,1872,2917,2087,2378,3365
356,1217,2892,1872,2911,2086,2386,3430
357,1314,2892,1871,2911,2088,2406,3514
358,1369,2910,1872,2924,2092,2409,3512
359,1317,2931,1873,3045,2100,2273,3442
360,1218,2924,1873,3149,2100,2152,3334
361,1042,2887,1873,3214,2099,2126,3194
362,952,2796,1873,3213,2095,2218,3113
363,912,2699,1874,3187,2091,2307,3113
364,934,2650,1875,3123,2082,2401,3117
365,1005,2652,1875,3077,2084,2430,3204
366,1079,2652,1874,3062,2083,2448,3297
367,1168,2653,1874,3057,2083,2442,3393
368,1243,2654,1875,3056,2082,2444,3463
369,1334,2662,1874,3060,2084,2433,3531
370,1371,2695,1874,3060,2086,2410,3532
371,1372,2752,1874,3061,2086,2375,3531
372,1369,2840,1873,3068,2092,2321,3527
373,1361,2921,1873,3113,2097,2213,3525
374,1238,2929,1872,3166,2102,2168,3410
375,1086,2926,1873,3165,2100,2144,3292
376,903,2749,1874,3156,2094,2227,3212
377,905,2642,1874,3154,2083,2351,3212
378,1022,2608,1874,3151,2084,2382,3312
379,1031,2762,1874,3155,2086,2271,3312
380,1027,2868,1873,3152,2093,2163,3307
381,1027,2944,1873,3129,2098,2119,3307
382,1027,3010,1873,3129,2099,2050,3307
